assists,blocks,field_goal_attempts,field_goals,free_throw_attempts,free_throws,match_date,minutes,personal_fouls,player_name,points,quarter,rebounds,source_url,steals,team,three_point_field_goal_attempts,three_point_field_goals,turnovers
0,0,6,3,3,3,20240402,11:39,0,Kyrie Irving,10,Q4,1,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,DAL,3,1,0
0,0,6,3,0,0,20240402,12:00,0,P.J. Washington,8,Q4,2,https://www.basketball-reference.com/boxscores/202404020GSW.html,1,DAL,4,2,0
2,0,3,2,0,0,20240402,7:56,2,Daniel Gafford,4,Q4,2,https://www.basketball-reference.com/boxscores/202404020GSW.html,1,DAL,0,0,0
,,,,,,20240402,,,Derrick Jones Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,DAL,,,
0,0,1,1,0,0,20240402,7:48,0,Tim Hardaway Jr.,2,Q4,0,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,DAL,0,0,0
1,0,0,0,0,0,20240402,4:33,1,Dante Exum,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,DAL,0,0,1
0,1,2,0,0,0,20240402,4:03,1,Maxi Kleber,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,DAL,0,0,0
,,,,,,20240402,,,Dwight Powell,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,DAL,,,
,,,,,,20240402,,,Jaden Hardy,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,DAL,,,
,,,,,,20240402,,,A.J. Lawson,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,DAL,,,
,,,,,,20240402,,,Markieff Morris,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,DAL,,,
,,,,,,20240402,,,Olivier-Maxence Prosper,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,DAL,,,
0,0,4,2,0,0,20240402,9:33,0,Andrew Wiggins,4,Q4,2,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,0,0,1
1,0,2,0,0,0,20240402,6:49,0,Stephen Curry,0,Q4,1,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,0,0,0
2,1,3,3,0,0,20240402,6:49,1,Draymond Green,6,Q4,2,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,0,0,0
0,0,7,2,2,2,20240402,9:12,1,Klay Thompson,7,Q4,2,https://www.basketball-reference.com/boxscores/202404020GSW.html,1,GSW,5,1,0
,,,,,,20240402,,,Trayce Jackson-Davis,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,GSW,,,
2,0,2,1,0,0,20240402,9:45,0,Brandin Podziemski,3,Q4,4,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,1,1,0
0,0,1,0,0,0,20240402,2:48,0,Moses Moody,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,1,0,0
1,0,4,1,0,0,20240402,7:25,0,Chris Paul,2,Q4,0,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,1,0,0
0,0,1,1,0,0,20240402,2:27,1,Gary Payton II,2,Q4,1,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,0,0,0
1,0,0,0,0,0,20240402,5:11,0,Kevon Looney,0,Q4,2,https://www.basketball-reference.com/boxscores/202404020GSW.html,0,GSW,0,0,1
,,,,,,20240402,,,Lester Quiñones,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,GSW,,,
,,,,,,20240402,,,Jerome Robinson,,Q4,,https://www.basketball-reference.com/boxscores/202404020GSW.html,,GSW,,,
,,,,,,20240512,,,Donte DiVincenzo,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,NYK,,,
,,,,,,20240512,,,Jalen Brunson,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,NYK,,,
,,,,,,20240512,,,Precious Achiuwa,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,NYK,,,
,,,,,,20240512,,,Josh Hart,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,NYK,,,
,,,,,,20240512,,,Isaiah Hartenstein,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,NYK,,,
2,0,6,3,2,1,20240512,12:00,2,Miles McBride,9,Q4,2,https://www.basketball-reference.com/boxscores/202405120IND.html,0,NYK,3,2,2
0,0,3,1,0,0,20240512,2:42,0,Alec Burks,3,Q4,0,https://www.basketball-reference.com/boxscores/202405120IND.html,0,NYK,3,1,0
0,0,1,1,2,2,20240512,12:00,0,Jericho Sims,4,Q4,5,https://www.basketball-reference.com/boxscores/202405120IND.html,2,NYK,0,0,0
1,0,4,0,4,3,20240512,12:00,0,Shake Milton,3,Q4,1,https://www.basketball-reference.com/boxscores/202405120IND.html,0,NYK,1,0,0
0,0,6,2,0,0,20240512,12:00,1,DaQuan Jeffries,5,Q4,3,https://www.basketball-reference.com/boxscores/202405120IND.html,1,NYK,3,1,0
0,1,2,0,2,2,20240512,9:18,1,Mamadi Diakite,2,Q4,1,https://www.basketball-reference.com/boxscores/202405120IND.html,1,NYK,1,0,1
,,,,,,20240512,,,OG Anunoby,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,NYK,,,
,,,,,,20240512,,,Tyrese Haliburton,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,IND,,,
,,,,,,20240512,,,Myles Turner,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,IND,,,
,,,,,,20240512,,,Aaron Nesmith,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,IND,,,
,,,,,,20240512,,,Pascal Siakam,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,IND,,,
,,,,,,20240512,,,Andrew Nembhard,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,IND,,,
3,0,1,0,0,0,20240512,2:42,0,T.J. McConnell,0,Q4,0,https://www.basketball-reference.com/boxscores/202405120IND.html,0,IND,0,0,0
0,0,6,3,0,0,20240512,12:00,3,Isaiah Jackson,6,Q4,3,https://www.basketball-reference.com/boxscores/202405120IND.html,1,IND,0,0,1
0,0,0,0,0,0,20240512,1:34,1,Ben Sheppard,0,Q4,2,https://www.basketball-reference.com/boxscores/202405120IND.html,0,IND,0,0,0
0,0,1,1,0,0,20240512,1:34,0,Obi Toppin,2,Q4,0,https://www.basketball-reference.com/boxscores/202405120IND.html,0,IND,0,0,0
1,0,1,0,0,0,20240512,12:00,2,Doug McDermott,0,Q4,0,https://www.basketball-reference.com/boxscores/202405120IND.html,0,IND,1,0,1
1,1,2,2,2,2,20240512,10:26,0,Jalen Smith,7,Q4,3,https://www.basketball-reference.com/boxscores/202405120IND.html,1,IND,1,1,0
0,1,2,0,0,0,20240512,10:26,0,Kendall Brown,0,Q4,2,https://www.basketball-reference.com/boxscores/202405120IND.html,0,IND,0,0,1
2,0,4,2,2,1,20240512,9:18,1,Jarace Walker,5,Q4,1,https://www.basketball-reference.com/boxscores/202405120IND.html,1,IND,0,0,3
,,,,,,20240512,,,James Johnson,,Q4,,https://www.basketball-reference.com/boxscores/202405120IND.html,,IND,,,
0,1,2,2,2,2,20240402,6:10,0,Caris LeVert,6,Q4,2,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,0,0,1
1,0,0,0,2,2,20240402,4:58,0,Jarrett Allen,2,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,0,0,0
1,0,2,2,0,0,20240402,7:43,1,Max Strus,6,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,1,CLE,2,2,1
2,0,2,1,0,0,20240402,4:21,1,Darius Garland,3,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,1,1,0
0,0,0,0,0,0,20240402,2:45,1,Evan Mobley,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,0,0,0
3,0,3,1,0,0,20240402,10:58,0,Sam Merrill,3,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,3,1,1
2,1,2,1,0,0,20240402,9:15,0,Marcus Morris,2,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,1,CLE,1,0,0
1,0,5,3,0,0,20240402,7:02,1,Georges Niang,6,Q4,2,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,2,0,1
1,1,3,2,0,0,20240402,4:17,0,Damian Jones,4,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,0,0,0
0,0,1,0,0,0,20240402,2:31,0,Tristan Thompson,0,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,CLE,0,0,0
,,,,,,20240402,,,Isaac Okoro,,Q4,,https://www.basketball-reference.com/boxscores/202404020UTA.html,,CLE,,,
0,0,3,0,0,0,20240402,7:15,0,Keyonte George,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,UTA,1,0,0
1,0,1,0,2,2,20240402,9:15,0,Collin Sexton,2,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,UTA,0,0,0
3,0,4,2,0,0,20240402,9:02,1,Brice Sensabaugh,5,Q4,3,https://www.basketball-reference.com/boxscores/202404020UTA.html,1,UTA,2,1,1
0,0,5,3,0,0,20240402,6:34,2,Taylor Hendricks,7,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,1,UTA,1,1,0
,,,,,,20240402,,,Walker Kessler,,Q4,,https://www.basketball-reference.com/boxscores/202404020UTA.html,,UTA,,,
1,0,4,3,0,0,20240402,6:34,0,Omer Yurtseven,6,Q4,2,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,UTA,0,0,1
0,0,0,0,0,0,20240402,5:26,0,Kris Dunn,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,1,UTA,0,0,0
1,1,3,1,4,3,20240402,5:26,0,Luka Šamanić,5,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,UTA,2,0,0
1,0,0,0,0,0,20240402,2:45,0,Kira Lewis Jr.,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,UTA,0,0,0
0,0,4,3,0,0,20240402,7:43,2,Talen Horton-Tucker,7,Q4,1,https://www.basketball-reference.com/boxscores/202404020UTA.html,0,UTA,2,1,0
,,,,,,20240402,,,Jordan Clarkson,,Q4,,https://www.basketball-reference.com/boxscores/202404020UTA.html,,UTA,,,
,,,,,,20240402,,,John Collins,,Q4,,https://www.basketball-reference.com/boxscores/202404020UTA.html,,UTA,,,
1,0,7,2,2,2,20240511,11:04,0,Jayson Tatum,6,Q4,2,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,2,0,1
1,0,4,4,0,0,20240511,9:29,1,Jaylen Brown,8,Q4,1,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,0,0,0
1,0,2,0,0,0,20240511,10:41,1,Al Horford,0,Q4,2,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,2,0,0
2,0,1,0,0,0,20240511,7:18,0,Jrue Holiday,0,Q4,2,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,0,0,0
0,0,4,2,0,0,20240511,11:00,1,Derrick White,5,Q4,2,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,2,1,0
0,0,1,1,0,0,20240511,6:32,0,Payton Pritchard,3,Q4,1,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,1,1,0
,,,,,,20240511,,,Sam Hauser,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,BOS,,,
,,,,,,20240511,,,Luke Kornet,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,BOS,,,
0,0,0,0,0,0,20240511,1:00,0,Oshae Brissett,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,0,0,0
0,0,0,0,0,0,20240511,1:00,1,Svi Mykhailiuk,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,0,0,0
0,0,0,0,0,0,20240511,1:00,0,Jaden Springer,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,0,0,0
0,0,0,0,0,0,20240511,0:56,0,Jordan Walsh,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,BOS,0,0,0
,,,,,,20240511,,,Neemias Queta,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,BOS,,,
,,,,,,20240511,,,Xavier Tillman Sr.,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,BOS,,,
1,0,4,1,1,1,20240511,10:41,0,Donovan Mitchell,3,Q4,1,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,1,0,0
3,1,6,3,0,0,20240511,10:41,0,Darius Garland,7,Q4,2,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,2,1,0
0,0,0,0,0,0,20240511,5:47,3,Max Strus,0,Q4,1,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,0,0,0
0,0,3,3,0,0,20240511,10:41,0,Evan Mobley,6,Q4,3,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,0,0,0
0,0,0,0,0,0,20240511,1:19,0,Isaac Okoro,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,0,0,0
0,0,5,3,2,2,20240511,9:52,0,Caris LeVert,8,Q4,2,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,1,0,0
1,0,1,0,0,0,20240511,3:08,0,Dean Wade,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,1,0,0
0,0,1,0,0,0,20240511,6:32,0,Sam Merrill,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,0,0,0
,,,,,,20240511,,,Marcus Morris,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,CLE,,,
0,0,0,0,0,0,20240511,1:19,1,Tristan Thompson,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110CLE.html,0,CLE,0,0,0
,,,,,,20240511,,,Jarrett Allen,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,CLE,,,
,,,,,,20240511,,,Damian Jones,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,CLE,,,
,,,,,,20240511,,,Georges Niang,,Q4,,https://www.basketball-reference.com/boxscores/202405110CLE.html,,CLE,,,
0,0,0,0,0,0,20240402,7:08,0,Julian Champagnie,0,Q4,1,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,0,0,0
0,0,5,2,0,0,20240402,12:00,1,Malaki Branham,4,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,2,0,0
1,3,9,1,4,2,20240402,9:38,2,Victor Wembanyama,4,Q4,6,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,4,0,0
4,1,6,1,0,0,20240402,8:37,0,Tre Jones,3,Q4,4,https://www.basketball-reference.com/boxscores/202404020DEN.html,1,SAS,3,1,0
,,,,,,20240402,,,Cedi Osman,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,SAS,,,
1,0,4,2,0,0,20240402,7:08,0,Sandro Mamukelashvili,5,Q4,3,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,1,1,1
0,0,1,0,0,0,20240402,4:52,0,Devonte' Graham,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,1,SAS,1,0,0
0,0,3,2,1,0,20240402,5:55,1,Zach Collins,4,Q4,3,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,0,0,0
1,0,1,0,0,0,20240402,3:23,0,Blake Wesley,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,1,0,0
0,0,0,0,0,0,20240402,1:19,1,Sidy Cissoko,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,SAS,0,0,0
,,,,,,20240402,,,Jamaree Bouyea,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,SAS,,,
,,,,,,20240402,,,David Duke Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,SAS,,,
,,,,,,20240402,,,RaiQuan Gray,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,SAS,,,
0,1,5,3,2,2,20240402,7:08,0,Nikola Jokić,8,Q4,3,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,1,0,1
1,0,3,1,0,0,20240402,12:00,1,Michael Porter Jr.,3,Q4,4,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,3,1,0
2,0,2,1,1,1,20240402,9:38,1,Aaron Gordon,3,Q4,2,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,1,0,0
0,1,0,0,0,0,20240402,4:46,0,Kentavious Caldwell-Pope,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,0,0,0
1,0,5,2,0,0,20240402,7:45,1,Reggie Jackson,5,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,1,1,1
1,0,1,0,0,0,20240402,4:14,0,Christian Braun,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,0,0,0
0,1,3,1,0,0,20240402,7:14,0,Justin Holiday,2,Q4,1,https://www.basketball-reference.com/boxscores/202404020DEN.html,1,DEN,1,0,0
2,1,3,1,0,0,20240402,7:14,2,Peyton Watson,3,Q4,3,https://www.basketball-reference.com/boxscores/202404020DEN.html,0,DEN,2,1,1
,,,,,,20240402,,,DeAndre Jordan,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,DEN,,,
,,,,,,20240402,,,Collin Gillespie,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,DEN,,,
,,,,,,20240402,,,Jay Huff,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,DEN,,,
,,,,,,20240402,,,Jalen Pickett,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,DEN,,,
,,,,,,20240402,,,Julian Strawther,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,DEN,,,
,,,,,,20240402,,,Hunter Tyson,,Q4,,https://www.basketball-reference.com/boxscores/202404020DEN.html,,DEN,,,
0,1,6,1,4,3,20240511,12:00,3,Shai Gilgeous-Alexander,6,Q4,2,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,2,1,3
1,1,2,0,0,0,20240511,11:53,3,Luguentz Dort,0,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,1,OKC,1,0,1
2,0,4,2,2,1,20240511,10:22,1,Jalen Williams,5,Q4,5,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,1,0,0
0,0,3,3,3,3,20240511,9:17,1,Chet Holmgren,9,Q4,3,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,0,0,0
,,,,,,20240511,,,Josh Giddey,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,OKC,,,
0,0,1,0,0,0,20240511,4:52,0,Aaron Wiggins,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,1,0,0
0,0,1,1,0,0,20240511,3:59,0,Isaiah Joe,3,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,1,OKC,1,1,1
0,0,1,0,0,0,20240511,3:09,1,Cason Wallace,0,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,1,0,0
0,0,1,0,0,0,20240511,2:50,2,Jaylin Williams,0,Q4,2,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,1,0,0
0,0,1,0,0,0,20240511,1:38,0,Gordon Hayward,0,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,OKC,0,0,0
,,,,,,20240511,,,Bismack Biyombo,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,OKC,,,
,,,,,,20240511,,,Ousmane Dieng,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,OKC,,,
,,,,,,20240511,,,Mike Muscala,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,OKC,,,
,,,,,,20240511,,,Lindy Waters III,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,OKC,,,
,,,,,,20240511,,,Kenrich Williams,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,OKC,,,
0,0,4,4,0,0,20240511,10:22,1,Kyrie Irving,8,Q4,0,https://www.basketball-reference.com/boxscores/202405110DAL.html,1,DAL,0,0,1
0,0,4,0,0,0,20240511,9:15,3,P.J. Washington,0,Q4,2,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,DAL,3,0,0
1,0,3,2,4,2,20240511,12:00,0,Luka Dončić,6,Q4,3,https://www.basketball-reference.com/boxscores/202405110DAL.html,1,DAL,0,0,1
0,0,2,0,0,0,20240511,11:57,1,Derrick Jones Jr.,0,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,1,DAL,0,0,0
0,0,0,0,2,0,20240511,1:27,0,Daniel Gafford,0,Q4,0,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,DAL,0,0,0
0,0,2,1,8,5,20240511,9:18,0,Dereck Lively II,7,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,DAL,0,0,0
1,0,1,1,0,0,20240511,5:41,0,Tim Hardaway Jr.,2,Q4,1,https://www.basketball-reference.com/boxscores/202405110DAL.html,0,DAL,0,0,0
,,,,,,20240511,,,Josh Green,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,DAL,,,
,,,,,,20240511,,,Dante Exum,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,DAL,,,
,,,,,,20240511,,,Jaden Hardy,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,DAL,,,
,,,,,,20240511,,,A.J. Lawson,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,DAL,,,
,,,,,,20240511,,,Markieff Morris,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,DAL,,,
,,,,,,20240511,,,Dwight Powell,,Q4,,https://www.basketball-reference.com/boxscores/202405110DAL.html,,DAL,,,
0,0,12,8,1,0,20240402,12:00,4,Fred VanVleet,20,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,3,HOU,7,4,1
1,0,1,1,1,1,20240402,8:02,2,Jalen Green,3,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,0,0,3
3,0,4,2,0,0,20240402,12:00,0,Jabari Smith Jr.,5,Q4,4,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,3,1,1
0,0,1,0,0,0,20240402,8:02,0,Dillon Brooks,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,0,0,0
0,0,0,0,0,0,20240402,2:18,0,Amen Thompson,0,Q4,2,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,0,0,0
0,0,4,1,0,0,20240402,6:37,1,Cam Whitmore,3,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,3,1,1
1,0,2,1,0,0,20240402,7:03,0,Jeff Green,3,Q4,4,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,2,1,0
0,0,0,0,0,0,20240402,3:58,0,Jock Landale,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,HOU,0,0,0
,,,,,,20240402,,,Aaron Holiday,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,HOU,,,
,,,,,,20240402,,,Reggie Bullock,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,HOU,,,
,,,,,,20240402,,,Boban Marjanović,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,HOU,,,
,,,,,,20240402,,,Jae'Sean Tate,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,HOU,,,
,,,,,,20240402,,,Jeenathan Williams,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,HOU,,,
0,0,5,2,4,4,20240402,5:59,1,Anthony Edwards,8,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,2,MIN,3,0,0
0,0,2,1,0,0,20240402,7:48,1,Rudy Gobert,2,Q4,3,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,MIN,0,0,1
1,0,4,2,0,0,20240402,11:09,0,Naz Reid,5,Q4,1,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,MIN,1,1,1
3,0,4,2,2,2,20240402,10:13,1,Mike Conley,7,Q4,1,https://www.basketball-reference.com/boxscores/202404020MIN.html,2,MIN,2,1,1
0,0,1,0,0,0,20240402,5:01,0,Jaden McDaniels,0,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,2,MIN,1,0,3
1,0,3,2,0,0,20240402,8:23,0,Kyle Anderson,5,Q4,2,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,MIN,1,1,0
0,0,1,1,0,0,20240402,4:48,0,Nickeil Alexander-Walker,2,Q4,1,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,MIN,0,0,0
3,0,2,1,0,0,20240402,6:37,0,Jordan McLaughlin,3,Q4,0,https://www.basketball-reference.com/boxscores/202404020MIN.html,0,MIN,1,1,0
,,,,,,20240402,,,Monte Morris,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,MIN,,,
,,,,,,20240402,,,Luka Garza,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,MIN,,,
,,,,,,20240402,,,Leonard Miller,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,MIN,,,
,,,,,,20240402,,,Josh Minott,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,MIN,,,
,,,,,,20240402,,,Wendell Moore Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,MIN,,,
,,,,,,20240402,,,T.J. Warren,,Q4,,https://www.basketball-reference.com/boxscores/202404020MIN.html,,MIN,,,
1,2,2,1,0,0,20240402,10:22,1,Luguentz Dort,2,Q4,3,https://www.basketball-reference.com/boxscores/202404020PHI.html,1,OKC,1,0,3
0,0,6,2,1,1,20240402,11:40,3,Aaron Wiggins,5,Q4,2,https://www.basketball-reference.com/boxscores/202404020PHI.html,0,OKC,0,0,0
0,0,3,1,5,5,20240402,8:03,2,Chet Holmgren,7,Q4,4,https://www.basketball-reference.com/boxscores/202404020PHI.html,0,OKC,2,0,2
1,0,2,0,2,2,20240402,8:12,2,Jaylin Williams,2,Q4,2,https://www.basketball-reference.com/boxscores/202404020PHI.html,0,OKC,2,0,1
0,0,1,1,2,1,20240402,6:53,0,Josh Giddey,3,Q4,1,https://www.basketball-reference.com/boxscores/202404020PHI.html,0,OKC,0,0,1
2,0,4,1,0,0,20240402,9:14,0,Isaiah Joe,3,Q4,1,https://www.basketball-reference.com/boxscores/202404020PHI.html,1,OKC,4,1,0
1,0,1,1,0,0,20240402,5:35,1,Gordon Hayward,3,Q4,0,https://www.basketball-reference.com/boxscores/202404020PHI.html,0,OKC,1,1,0
,,,,,,20240402,,,Kenrich Williams,,Q4,,https://www.basketball-reference.com/boxscores/202404020PHI.html,,OKC,,,
,,,,,,20240402,,,Cason Wallace,,Q4,,https://www.basketball-reference.com/boxscores/202404020PHI.html,,OKC,,,
,,,,,,20240402,,,Lindy Waters III,,Q4,,https://www.basketball-reference.com/boxscores/202404020PHI.html,,OKC,,,
,,,,,,20240402,,,Mike Muscala,,Q4,,https://www.basketball-reference.com/boxscores/202404020PHI.html,,OKC,,,
